sitename,Country or Area Name,Full Address,Latitude,Longitude,locationId,sensorId,country,sensorType,displayName,sensor_name,sensor_unit,lastUpdated,PROJECT_NAME,Air Quality Monitor,IDXi,IDXj,SRadius,MERRALat,MERRALon,agencyname,stationid,New Station,Parameter,Value,utcoff
SAINT-BRIEUC,France,Saint Brieuc Balzac,48.51351,-2.74953,2702.0,1562236,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,568,,48.51351,-2.74953,,102035,,,,
Ã‰VREUX,France,Evreux Centre,49.02134,1.148319,2707.0,2021027,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,581,,49.02134,1.148319,,102036,,,,
CERISÃ‰,France,AlenÃ§on MÃ©tÃ©o-France,48.445553,0.110833,2708.0,2021026,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,577,,48.445553,0.110833,,102037,,,,
MONTPELLIER,France,Montpellier PrÃ©s d'ArÃ¨nes,43.5915,3.88681,2720.0,5672,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,535,589,,43.5915,3.88681,,102038,,,,
4264 GrÃ¼nbach,Austria,GrÃ¼nbach bei Freistadt,48.531111,14.574722,2764.0,30241,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,624,,48.531111,14.574722,,102039,,,,
1020 Wien,Austria,A23 SÃ¼dosttangente/WehlistraÃŸe,48.20306,16.43455,2812.0,30223,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,630,,48.20306,16.43455,,102040,,,,
8430 Leibnitz,Austria,Leibnitz LastenstraÃŸe,46.778333,15.540556,2838.0,30226,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,548,627,,46.778333,15.540556,,102041,,,,
4020 Linz,Austria,"Linz Stadtpark, NoÃŸbergerstraÃŸe",48.306119,14.297503,2839.0,30237,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,623,,48.306119,14.297503,,102042,,,,
3400 Klosterneuburg,Austria,Klosterneuburg B14 (Parkplatz Bahnhof Klosterneuburg-Kierling),48.308222,16.327944,2843.0,1562413,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,629,,48.308222,16.327944,,102043,,,,
4020 Linz_2,Austria,Linz 24er Turm A7,48.323333,14.297778,2860.0,5078979,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,623,,48.323333,14.297778,,102044,,,,
9020 Klagenfurt,Austria,Klagenfurt SterneckstraÃŸe,46.626617,14.299144,2871.0,5078933,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,548,623,,46.626617,14.299144,,102045,,,,
5700 Zell am See,Austria,Zell am See Freizeitzentrum/Eishalle,47.32664,12.795124,2904.0,5078862,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,550,618,,47.32664,12.795124,,102046,,,,
Helsinki,Finland,VartiokylÃ¤ Huivipolku,60.22393,25.10244,2975.0,27740,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,602,657,,60.22393,25.10244,,102048,,,,
Washington-Arlington-Alexandria_3,United States,RIVER_Terrace,38.895683,-76.958089,3371.0,25532,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,517,331,,38.895683,-76.958089,,102052,,,,
9020 Klagenfurt_2,Austria,Klagenfurt VÃ¶lkermarkter StraÃŸe,46.62556,14.31806,3419.0,30303,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,548,623,,46.62556,14.31806,,102053,,,,
1020 Wien_2,Austria,TaborstraÃŸe,48.216739,16.380918,3420.0,30217,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,629,,48.216739,16.380918,,102054,,,,
8020 Graz,Austria,Graz SÃ¼d Tiergartenweg,47.04172,15.43308,3427.0,2014768,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,549,626,,47.04172,15.43308,,102055,,,,
PARAY-LE-FRÃ‰SIL,France,Paray le Fresil,46.652668,3.600667,3457.0,7708,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,548,589,,46.652668,3.600667,,102056,,,,
PEILLON,France,PEILLON,43.786583,7.373283,3484.0,1290017,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,536,601,,43.786583,7.373283,,102057,,,,
Yorkshire & Humberside,United Kingdom,Sheffield Barnsley Road,53.40495,-1.455815,3527.0,29695,GB,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,575,572,,53.40495,-1.455815,,102059,,,,
South West,United Kingdom,Christchurch Barrack Road,50.735454,-1.780888,3530.0,28991,GB,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,571,,50.735454,-1.780888,,102060,,,,
LES MAZURES,France,REVIN,49.90778,4.63,3535.0,7835,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,592,,49.90778,4.63,,102061,,,,
REIMS,France,DOUMER,49.250732,4.023064,3536.0,7838,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,590,,49.250732,4.023064,,102062,,,,
LUNEL-VIEL,France,Lunel Viel,43.6758,4.08838,3562.0,7889,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,536,590,,43.6758,4.08838,,102063,,,,
ROUBAIX,France,Roubaix Serres,50.706535,3.18066,3598.0,7944,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,587,,50.706535,3.18066,,102064,,,,
DENAIN,France,Denain Villars,50.32276,3.39593,3601.0,5078301,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,588,,50.32276,3.39593,,102065,,,,
GRANDFONTAINE,France,Donon Vosges Moyennes 2,48.492992,7.1298,3621.0,23955,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,600,,48.492992,7.1298,,102066,,,,
BÃ‰THUNE,France,Bethune Stade,50.535385,2.635692,3636.0,8037,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,585,,50.535385,2.635692,,102067,,,,
BIARRITZ,France,Biarritz-hippodrome,43.470238,-1.553876,3637.0,5078410,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,535,572,,43.470238,-1.553876,,102068,,,,
LYON 7E ARRONDISSEMENT,France,GERLAND,45.73529,4.829794,3638.0,24867,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,544,592,,45.73529,4.829794,,102069,,,,
VALENCIENNES,France,Valenciennes Wallon,50.36425,3.52273,3639.0,8044,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,588,,50.36425,3.52273,,102070,,,,
VALENCE,France,Valence Urb. Centre,44.933514,4.893481,3641.0,8051,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,541,593,,44.933514,4.893481,,102071,,,,
RAGEADE,France,Rageade,45.10472,3.277361,3671.0,1314203,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,541,587,,45.10472,3.277361,,102073,,,,
CAEN,France,Caen Chemin-Vert,49.19222,-0.391111,3690.0,8196,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,576,,49.19222,-0.391111,,102074,,,,
CAMPAGNE-LÃˆS-BOULONNAIS,France,Campagne les B.,50.61048,1.99145,3695.0,8213,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,583,,50.61048,1.99145,,102075,,,,
FORBACH,France,Station de FORBACH,49.18742,6.910867,3696.0,9775,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,558,599,,49.18742,6.910867,,102076,,,,
DOUAI,France,Douai Theuriet,50.37822,3.06586,3702.0,8238,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,587,,50.37822,3.06586,,102077,,,,
SAINT-MARTIN-D'HÃˆRES,France,St Martin d'Heres,45.1828,5.7531,3720.0,40645,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,595,,45.1828,5.7531,,102078,,,,
CLERMONT-FERRAND,France,Montferrand,45.79728,3.113833,3727.0,8313,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,544,587,,45.79728,3.113833,,102079,,,,
GRENOBLE,France,Grenoble Les Frenes,45.1619,5.7356,3742.0,8360,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,595,,45.1619,5.7356,,102080,,,,
CROLLES,France,Gresivaudan Periurb,45.2797,5.8822,3745.0,40625,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,596,,45.2797,5.8822,,102081,,,,
PASSY,France,PASSY,45.92361,6.713611,3758.0,8404,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,545,598,,45.92361,6.713611,,102082,,,,
CHAMBÃ‰RY,France,PASTEUR,45.56472,5.928333,3759.0,8409,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,543,596,,45.56472,5.928333,,102083,,,,
HARNES,France,Harnes Serres,50.44914,2.9,3767.0,7480201,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,586,,50.44914,2.9,,102084,,,,
PUSIGNAN,France,SAINT EXUPERY,45.7533,5.0722,3799.0,40635,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,544,593,,45.7533,5.0722,,102086,,,,
ARREST,France,Arrest,50.129448,1.610833,3809.0,2021486,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,582,,50.129448,1.610833,,102087,,,,
AURILLAC,France,Aurillac-Lagarde,44.92008,2.441082,3813.0,24881,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,541,585,,44.92008,2.441082,,102088,,,,
Beveren,Belgium,40AL04 - BEVEREN,51.29066753,4.293329477,3930.0,9148,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,591,,51.29066753,4.293329477,,102089,,,,
DIEPPE,France,Dieppe prox-auto,49.918007,1.073972,3939.0,9247,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,580,,49.918007,1.073972,,102090,,,,
PÃ©cs_2,Hungary,"""Pecs Szabadsag""",46.071111,18.225286,3946.0,6613594,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,545,635,,46.071111,18.225286,,102091,,,,
VeszprÃ©m_2,Hungary,"""Veszprem""",47.091111,17.901122,3947.0,35585,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,549,634,,47.091111,17.901122,,102092,,,,
Gyr,Hungary,"""Gyor Ifjusag""",47.676111,17.649736,3948.0,35960,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,633,,47.676111,17.649736,,102093,,,,
Esztergom,Hungary,"""Esztergom""",47.79,18.746122,3958.0,36351,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,637,,47.79,18.746122,,102094,,,,
Gyr_2,Hungary,"""Gyor Szent Istvan""",47.685278,17.639444,3959.0,36004,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,633,,47.685278,17.639444,,102095,,,,
Budapest,Hungary,"""Budapest Gilice""",47.430833,19.184175,3960.0,36298,HU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,551,638,,47.430833,19.184175,,102096,,,,
VENACO,France,VENACO,42.236027,9.190028,3975.0,9383,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,606,,42.236027,9.190028,,102097,,,,
BASTIA,France,BASTIA GIRAUD,42.697918,9.446417,3994.0,40623,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,532,607,,42.697918,9.446417,,102098,,,,
JOUÃ‰-LÃˆS-TOURS,France,JouÃ© lÃ¨s Tours,47.34414,0.653778,4000.0,9446,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,550,579,,47.34414,0.653778,,102099,,,,
TOURS,France,Pompidou,47.394638,0.704861,4010.0,1298723,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,551,579,,47.394638,0.704861,,102100,,,,
CHARTRES,France,Fulbert,48.444416,1.510139,4011.0,1298714,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,582,,48.444416,1.510139,,102101,,,,
BOURGES,France,Leblanc,47.08278,2.405333,4016.0,1298711,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,549,585,,47.08278,2.405333,,102102,,,,
PARIS 18E ARRONDISSEMENT,France,PARIS 18eme,48.891666,2.346667,4039.0,1582598,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,585,,48.891666,2.346667,,102103,,,,
MELUN,France,RN6-MELUN,48.528057,2.653611,4043.0,9596,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,585,,48.528057,2.653611,,102104,,,,
GONESSE,France,GONESSE,48.99083,2.444722,4058.0,5078993,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,585,,48.99083,2.444722,,102105,,,,
SAINT-DENIS,France,Auto A1 -Saint-Denis,48.925278,2.356667,4063.0,9588,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,585,,48.925278,2.356667,,102106,,,,
PUTEAUX,France,LA DEFENSE,48.891388,2.240556,4075.0,4661655,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,557,584,,48.891388,2.240556,,102107,,,,
GAP,France,GAP COMMANDERIE,44.555195,6.073015,4081.0,9634,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,539,596,,44.555195,6.073015,,102108,,,,
NICE,France,NICE ARSON,43.702076,7.286256,4087.0,5078694,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,536,600,,43.702076,7.286256,,102109,,,,
BOIS-HERPIN,France,Zone rurale Sud,48.364166,2.236944,4092.0,9681,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,584,,48.364166,2.236944,,102111,,,,
BAUME-LES-DAMES,France,Baume-les-Dames,47.351288,6.359722,4117.0,9753,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,550,597,,47.351288,6.359722,,102112,,,,
LE HAVRE,France,Le Havre ville-haute,49.514687,0.100645,4141.0,9824,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,577,,49.514687,0.100645,,102113,,,,
NOTRE-DAME-DE-BLIQUETUIT,France,Maison Parc Brotonne,49.498295,0.758833,4164.0,9893,FR,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,559,579,,49.498295,0.758833,,102115,,,,
Tampere,Finland,Kaleva,61.4991,23.80221,4472.0,11064,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,607,653,,61.4991,23.80221,,102116,,,,
6134 Vomp bei Schwaz,Austria,"Vomp A12 Inntalautobahn, RaststÃ¤tte",47.348774,11.692028,4513.0,8690007,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,550,614,,47.348774,11.692028,,102117,,,,
8570 Voitsberg,Austria,Voitsberg MÃ¼hlgasse,47.044722,15.152778,4514.0,30229,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,549,625,,47.044722,15.152778,,102118,,,,
Oulu,Finland,Nokela,64.99473,25.47926,4551.0,6713159,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,621,659,,64.99473,25.47926,,102119,,,,
4400 Steyr,Austria,Steyr MÃ¼nichholz,48.049444,14.442778,4552.0,30232,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,553,623,,48.049444,14.442778,,102120,,,,
Muonio,Finland,Sammaltunturi,67.96715,24.11233,4572.0,7774699,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,633,654,,67.96715,24.11233,,102121,,,,
1160 Wien,Austria,KendlerstraÃŸe,48.205,16.30975,4578.0,30214,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,629,,48.205,16.30975,,102122,,,,
Helsinki_2,Finland,Mannerheimintie,60.16964,24.93924,4588.0,11382,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,602,657,,60.16964,24.93924,,102123,,,,
Tampere_2,Finland,Epila 2,61.50854,23.67583,4589.0,11388,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,607,653,,61.50854,23.67583,,102124,,,,
3430 Tulln,Austria,Tulln Leopoldgasse,48.329445,16.0625,4590.0,1562197,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,628,,48.329445,16.0625,,102125,,,,
Helsinki_3,Finland,Kallio 2,60.18739,24.9506,4593.0,11401,FI,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,602,657,,60.18739,24.9506,,102126,,,,
6611 Heiterwang,Austria,Heiterwang Ort L355,47.447597,10.744117,4597.0,7796984,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,551,611,,47.447597,10.744117,,102127,,,,
7142 Illmitz,Austria,Illmitz am Neusiedler See,47.77028,16.76639,4603.0,30321,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,631,,47.77028,16.76639,,102128,,,,
1210 Wien,Austria,Floridsdorf,48.261086,16.396954,4618.0,30221,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,629,,48.261086,16.396954,,102129,,,,
1180 Wien,Austria,Schafberg,48.23537,16.301563,4641.0,30212,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,629,,48.23537,16.301563,,102130,,,,
4820 Bad Ischl,Austria,"Bad Ischl, RettenbachwaldstraÃŸe",47.716111,13.632222,4643.0,5078944,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,621,,47.716111,13.632222,,102131,,,,
9900 Lienz,Austria,Lienz Amlacherkreuzung,46.827732,12.765622,4660.0,7796982,AT,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,548,618,,46.827732,12.765622,,102132,,,,
Gent,Belgium,44R701 - GENT,51.05833172,3.729298172,4809.0,12550,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,589,,51.05833172,3.729298172,,102133,,,,
Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting,Ireland,Clare Ennis,52.5034896,-8.5919355,4811.0,24851,IE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,571,550,,52.5034896,-8.5919355,,102134,,,,
Sainte-Ode,Belgium,43N113 - SAINT-ODE,50.02702902,5.593016914,4864.0,12358,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,561,595,,50.02702902,5.593016914,,102135,,,,
Somme-Leuze,Belgium,43N093 - SINSIN,50.27447751,5.235168655,4867.0,5078679,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,562,594,,50.27447751,5.235168655,,102137,,,,
Antwerpen,Belgium,42R817 - ANTWERPEN,51.17713089,4.417948638,4869.0,12379,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,591,,51.17713089,4.417948638,,102138,,,,
Antwerpen_2,Belgium,42R805 - ANTWERPEN,51.20822947,4.421559251,4871.0,12391,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,591,,51.20822947,4.421559251,,102139,,,,
Landen,Belgium,42N054 - WALSHOUTEM,50.71170609,5.103158609,4881.0,12421,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,593,,50.71170609,5.103158609,,102141,,,,
Aarschot,Belgium,42N035 - AARSCHOT,50.97754138,4.837618016,4884.0,12437,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,592,,50.97754138,4.837618016,,102142,,,,
Dessel,Belgium,42N016 - DESSEL,51.23365221,5.163978846,4894.0,12463,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,594,,51.23365221,5.163978846,,102143,,,,
Charleroi,Belgium,45R502 - LODELINSART,50.42899539,4.458680858,4912.0,12506,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,591,,50.42899539,4.458680858,,102145,,,,
Charleroi_2,Belgium,45R501 - CHARLEROI,50.40931145,4.452171781,4913.0,12510,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,591,,50.40931145,4.452171781,,102146,,,,
HAVINNES,Belgium,43N060 - HAVINNES,50.6167184,3.457624427,4914.0,12518,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,588,,50.6167184,3.457624427,,102147,,,,
Zelzate,Belgium,44R750 - ZELZATE,51.19606327,3.822920047,4916.0,12524,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,566,589,,51.19606327,3.822920047,,102148,,,,
Destelbergen,Belgium,44R710 - DESTELBERGE,51.0612777,3.775262389,4919.0,5078662,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,589,,51.0612777,3.775262389,,102149,,,,
Gent_2,Belgium,44R702 - Gent (G.Carlierlaan),51.04068942,3.734971479,4921.0,12546,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,589,,51.04068942,3.734971479,,102150,,,,
LiÃ¨ge,Belgium,43M204 - ANGLEUR,50.61192271,5.611149763,4922.0,12556,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,563,595,,50.61192271,5.611149763,,102151,,,,
Zwevegem,Belgium,44N052 - ZWEVEGEM,50.81487387,3.322494319,4923.0,12558,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,564,588,,50.81487387,3.322494319,,102152,,,,
BOOM,Belgium,42R834 - Boom,51.09200004,4.380103545,4936.0,12605,BE,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,565,591,,51.09200004,4.380103545,,102154,,,,
BEAVERHEAD,United States,Dillon,45.206448,-112.642518,5082.0,5077840,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,542,217,,45.206448,-112.642518,,102155,,,,
Sacramento--Arden-Arcade--Roseville_2,United States,Lincoln,38.86794,-121.33835,5084.0,13096,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,516,189,,38.86794,-121.33835,,102156,,,,
Prievidza,Slovakia,"""Prievidza - Malonecpalska""",48.782705,18.628133,5190.0,13477,SK,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,556,637,,48.782705,18.628133,,102158,,,,
Bratislava - mestska cast Stare Mesto,Slovakia,"""Bratislava - Kamenne nam.""",48.144672,17.113576,5198.0,13416,SK,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,554,632,,48.144672,17.113576,,102159,,,,
Kosice,Slovakia,"""Kosice - Stefanikova""",48.726267,21.258836,5205.0,13445,SK,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,556,645,,48.726267,21.258836,,102160,,,,
Ziar nad Hronom,Slovakia,"""Ziar nad Hronom - Jilemnickeho""",48.599558,18.842461,5207.0,13448,SK,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,555,637,,48.599558,18.842461,,102161,,,,
Knoxville,United States,Look Rock - GSMNP,35.63346,-83.94158,5382.0,13988,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,504,308,,35.63346,-83.94158,,102162,,,,
South East Queensland,Australia,Lytton,-27.4065,153.1527,5515.0,14600,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,251,1067,,-27.4065,153.1527,,102163,,,,
Mount Isa,Australia,The Gap,-20.7264,139.4977,5516.0,5079371,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,278,1023,,-20.7264,139.4977,,102164,,,,
South East Queensland_2,Australia,Mutdapilly,-27.7528,152.6509,5518.0,1562168,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,250,1065,,-27.7528,152.6509,,102165,,,,
Gladstone,Australia,Targinie,-23.7744,151.1055,5520.0,14546,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,266,1061,,-23.7744,151.1055,,102166,,,,
South East Queensland_3,Australia,Rocklea,-27.5358,152.9934,5521.0,14544,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,251,1067,,-27.5358,152.9934,,102167,,,,
South East Queensland_4,Australia,Brisbane CBD,-27.4774,153.0281,5522.0,1562167,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,251,1067,,-27.4774,153.0281,,102168,,,,
Gladstone_2,Australia,South Gladstone,-23.8626,151.2705,5531.0,14575,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,266,1061,,-23.8626,151.2705,,102169,,,,
South East Queensland_5,Australia,Wynnum West,-27.4296,153.1495,5533.0,14585,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,251,1067,,-27.4296,153.1495,,102171,,,,
South East Queensland_6,Australia,Cannon Hill,-27.4654,153.0872,5535.0,14598,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,251,1067,,-27.4654,153.0872,,102172,,,,
Central Queensland,Australia,Moranbah (Utah Dr),-21.9995,148.0713,5536.0,1562171,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,273,1051,,-21.9995,148.0713,,102173,,,,
Townsville,Australia,North Ward,-19.2509,146.8073,5748.0,15521,AU,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,284,1047,,-19.2509,146.8073,,102174,,,,
SPOKANE,United States,Airway Heights-West,47.645351,-117.589027,5804.0,15770,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,552,201,,47.645351,-117.589027,,102175,,,,
Salt Lake City_2,United States,Herriman #3,40.496408,-112.036305,5818.0,15813,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,523,218,,40.496408,-112.036305,,102176,,,,
CA_37,Canada,Aï¿½roport de Montrï¿½al,45.468297,-73.741185,6507.0,18671,CA,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,543,341,,45.468297,-73.741185,,102178,,,,
Clarksville,United States,Clarksville,36.611411,-87.384666,6876.0,19775,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,507,297,,36.611411,-87.384666,,102179,,,,
Tampa-St. Petersburg-Clearwater_2,United States,MUNRO STREET,27.955133,-82.469532,6996.0,20267,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,473,313,,27.955133,-82.469532,,102180,,,,
Detroit-Warren-Livonia_6,United States,TRINITY,42.295824,-83.129431,7000.0,20271,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,311,,42.295824,-83.129431,,102181,,,,
Detroit-Warren-Livonia_7,United States,DP4TH,42.312158,-83.091943,7001.0,20275,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,311,,42.312158,-83.091943,,102182,,,,
Detroit-Warren-Livonia_8,United States,MILITARY PARK,42.312078,-83.103469,7002.0,5077836,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,311,,42.312078,-83.103469,,102183,,,,
Lansing-East Lansing,United States,LANSING,42.76138,-84.562867,7003.0,20287,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,532,306,,42.76138,-84.562867,,102184,,,,
Detroit-Warren-Livonia_9,United States,NMH48217,42.261669,-83.157893,7004.0,5077691,US,reference grade,PM2.5,pm25 µg/m³,,,OpenAQ,Y,530,311,,42.261669,-83.157893,,102185,,,,
